reason,uuid,survivor_uuid,kind,net_code,net,layer_or_span,width_or_size_mm,start_or_position_mm,end_mm,drill_mm,locked
exact_duplicate,e21a3261-f005-4690-9916-fad3b88ffff0,494f260a-4464-4665-be08-bb0f4dad2973,segment,176,VCC_5,B.Cu,0.6,"[76.7, 106.5]","[76.7, 106.7]",,False
exact_duplicate,e2688460-519e-489b-a595-c12e83e92051,4395e919-c12d-4c94-a1a3-32ac08cf4849,segment,176,VCC_5,B.Cu,0.6,"[77.1, 107.3]","[77.1, 107.4]",,False
exact_duplicate,e280d69f-d64c-45f5-8fb4-57235299f68a,459380ea-5268-4e9b-a8bd-2448d20e855b,segment,88,INJECTOR_2,In4.Cu,2.0,"[108.4, 27.3]","[108.4, 27.4]",,False
exact_duplicate,e3588cc1-c678-45d4-bc6b-a9cf78fd9a08,cce17344-8081-41a3-93b7-9c7426cb8cc4,segment,184,WB1_RELAY_LOW,B.Cu,1.2,"[65.7, 15.5]","[65.8, 15.6]",,False
exact_duplicate,e3dbf0cb-5e62-4793-972f-e59bfc54312e,79910cb9-e657-43dd-a592-62bcd67de317,segment,184,WB1_RELAY_LOW,B.Cu,1.2,"[62.4, 15.2]","[62.6, 15.2]",,False
exact_duplicate,e3fa0da3-b73a-4ee7-9c6f-8277f4d12300,11b17bdb-4b19-4e93-9899-75652d92a74f,segment,176,VCC_5,B.Cu,0.6,"[76.8, 105.1]","[76.8, 105.2]",,False
exact_duplicate,e504e425-d63a-4a30-bb37-c0176ad84c15,9ae74930-2d22-42b6-a4a9-f30d3d9eb307,segment,89,INJECTOR_3,B.Cu,2.0,"[117.4, 24.7]","[117.4, 24.8]",,False
exact_duplicate,e5a2e7ae-e834-4d8a-850d-fdeb00f59a28,c76a76e1-6df0-4e60-ad70-1d17c5c5570f,segment,170,TRANS_EPC,B.Cu,1.2,"[76.8, 41.0]","[76.7, 41.0]",,False
exact_duplicate,e680446b-57cb-471d-a262-5b48778d146e,2ea78064-16e7-452e-bd6e-32651843d956,segment,184,WB1_RELAY_LOW,B.Cu,1.2,"[68.0, 15.8]","[68.2, 15.8]",,False
exact_duplicate,e6bf05c8-dc7d-40b8-9f31-b8042c9fa793,b947b928-a544-4a59-b6c3-4ef07f376113,segment,116,MIL,In2.Cu,1.2,"[23.7, 148.3]","[23.5, 148.3]",,False
exact_duplicate,e74b4212-fd55-440e-9809-af2d4c92f25e,e5bec49b-6c36-4ae3-a0e2-5dd6277da697,segment,176,VCC_5,B.Cu,0.6,"[76.9, 104.9]","[76.9, 105.0]",,False
exact_duplicate,e77fdc1b-2186-4078-a804-7e71697fae69,285ebe47-669d-4182-8b9d-9a2f2e78c822,segment,83,IAC,F.Cu,1.2,"[36.8, 38.8]","[37.1, 38.8]",,False
exact_duplicate,e7ba6216-ce9c-4983-a3de-c07c8acc6520,06499e10-a2f1-4772-85bf-f20f98c8da35,segment,176,VCC_5,B.Cu,0.6,"[77.1, 104.6]","[77.1, 104.7]",,False
exact_duplicate,e9086dbe-424c-48eb-95d3-84378becccac,0e3cd5bd-74ff-4075-9a99-4ef48061569e,segment,61,COIL_4,B.Cu,3.0,"[91.6, 41.1]","[91.5, 41.0]",,False
exact_duplicate,e95827e5-2926-4775-b385-d0cae16ebc80,49c0847e-494b-4dd3-94ca-d06707530dd1,segment,87,INJECTOR_1,In1.Cu,2.0,"[31.9, 126.5]","[32.0, 126.6]",,False
exact_duplicate,e9f5bb9b-e2c0-4ace-9824-e6fab968505b,393a34fe-e1eb-42ee-b3d7-eb161475e3df,segment,176,VCC_5,B.Cu,0.6,"[76.6, 106.4]","[76.7, 106.5]",,False
exact_duplicate,ea1cfde7-88e6-4319-9f34-6a9a190eea2c,e088db24-0b4d-4736-bd1d-cfd295fa5303,segment,87,INJECTOR_1,In1.Cu,2.0,"[31.8, 126.2]","[31.7, 126.1]",,False
exact_duplicate,ea47f03e-f1ae-48d9-a48f-6e8549712de3,535734fc-9306-455e-9a8a-50725bcda4aa,segment,184,WB1_RELAY_LOW,B.Cu,1.2,"[66.0, 15.7]","[66.1, 15.7]",,False
exact_duplicate,ea6ff43b-edb3-4401-a948-e6ab406842a2,5c4741ad-5557-4756-be09-952f62ee103d,segment,88,INJECTOR_2,In4.Cu,2.0,"[108.3, 27.5]","[108.3, 27.6]",,False
exact_duplicate,eb952078-04b6-4482-a47f-7f137eaca9f1,5758f2bb-e9ec-4cee-bc50-dcbf6e1929ac,segment,87,INJECTOR_1,In1.Cu,2.0,"[34.3, 129.1]","[34.4, 129.1]",,False
exact_duplicate,eba502a8-f2b2-4715-9d35-7fec113479a2,5531092a-8e94-4e97-aa44-5e6c0485c6cf,segment,170,TRANS_EPC,B.Cu,1.2,"[83.6, 35.8]","[79.3, 40.1]",,False
exact_duplicate,ecb9f9f9-7145-49e5-b155-b9bed22c3573,d4e63ab0-7ea7-453d-acd6-c076bbfa9be2,segment,25,AUX_TACH,F.Cu,1.2,"[57.8, 117.0]","[57.6, 117.0]",,False
exact_duplicate,eccea565-3676-4df7-bab7-ca7b3d21226e,81bb879f-05a8-4301-9031-48850bf2ffac,segment,184,WB1_RELAY_LOW,B.Cu,1.2,"[65.9, 15.6]","[66.0, 15.7]",,False
exact_duplicate,ed675680-7a07-43d4-ae45-3daa8cf01d4a,986d2836-03bf-4330-8399-836109178cf2,segment,94,INJECTOR_8,In3.Cu,2.0,"[42.2, 79.3]","[42.2, 79.2]",,False
exact_duplicate,ede064e2-d10b-4ec7-87fc-0e9ff17ce487,34ff43a3-cfab-4a97-b65c-becb74b3e311,segment,87,INJECTOR_1,In1.Cu,2.0,"[32.1, 128.0]","[32.2, 128.1]",,False
exact_duplicate,ef6e9078-ac76-46c4-ae9f-77687fbc4e54,c986b92a-5a77-43d8-8815-b9619d60cbc0,segment,176,VCC_5,B.Cu,0.6,"[76.8, 105.2]","[76.7, 105.3]",,False
exact_duplicate,f01ea5f1-ca29-4fc6-85ff-34ea2615af54,2bab11d3-7577-4c6d-b7e7-ac84c73615d3,segment,184,WB1_RELAY_LOW,B.Cu,1.2,"[68.2, 15.8]","[68.3, 15.7]",,False
exact_duplicate,f07b5823-7265-4dcf-8e9b-bf72eb5df183,db28e8c7-3147-4912-acfa-f4db44799158,segment,116,MIL,In2.Cu,1.2,"[23.5, 148.3]","[23.4, 148.2]",,False
exact_duplicate,f0b470f2-7763-45ee-b6bb-d3080824985b,bfd21006-dfa8-44ce-9a00-77afaa6fa22b,segment,87,INJECTOR_1,In1.Cu,2.0,"[32.0, 120.0]","[32.0, 120.1]",,False
exact_duplicate,f0cea68e-36f9-4e4d-8b00-b7f92481e5e8,7930ffd5-a343-4f34-ab40-f6081cbd0d2f,segment,87,INJECTOR_1,In1.Cu,2.0,"[32.2, 128.1]","[32.2, 128.2]",,False
exact_duplicate,f10dc235-6753-42c9-b982-53812cb52665,c9db6fb1-7eab-45fc-8137-b48c7a8b3d40,segment,83,IAC,F.Cu,0.6,"[40.2, 35.9]","[40.17, 35.948]",,False
exact_duplicate,f37020f6-2ebc-432a-a1b4-7b6852e15fb1,21fbbdde-cc34-4fce-b48a-8e189383bd54,segment,179,VREF_5,In2.Cu,0.6,"[84.6, 22.0]","[84.6, 21.9]",,False
exact_duplicate,f57f3a6d-4e71-4b11-a711-4e82b5bd5d20,c17bd677-e669-4515-a3a4-da68d677dfe9,segment,184,WB1_RELAY_LOW,B.Cu,1.2,"[69.0, 15.4]","[69.1, 15.4]",,False
exact_duplicate,f5c92f6e-8630-424f-a224-163201ae2dcf,3a3fc6fe-135d-4359-af5a-b2d20e1d6f79,segment,61,COIL_4,In2.Cu,3.0,"[56.5, 30.7]","[56.7, 30.9]",,False
exact_duplicate,f71c0cd5-9718-4025-bd2f-35cbf996d3c5,47055ad8-b348-48fe-9dca-891ac7489e78,segment,94,INJECTOR_8,In3.Cu,2.0,"[42.2, 79.2]","[49.8, 71.6]",,False
exact_duplicate,f81fe586-3416-4227-b6ee-28a4e3bd8b71,26f76629-3248-4a42-ab1f-f8eabf5d7f2e,segment,177,VDDA_5,F.Cu,0.6,"[95.0, 43.2]","[94.9, 43.1]",,False
exact_duplicate,f9bd4790-0976-462c-b2eb-8118b5f7db6a,01c52107-1b77-4302-86fb-54117054bace,segment,83,IAC,F.Cu,1.2,"[38.8, 37.6]","[38.8, 37.5]",,False
exact_duplicate,f9c1f47a-7430-4f06-bb0e-6f25fb8fc4e1,1dc3fa34-93d9-4a6b-ac58-60ddb078afae,segment,184,WB1_RELAY_LOW,B.Cu,1.2,"[66.4, 15.8]","[66.5, 15.9]",,False
exact_duplicate,fad57545-d780-478d-8ec2-5c6e7bc096dc,c42c1573-c86c-40f0-ab4b-1a4579407d7b,segment,94,INJECTOR_8,B.Cu,2.0,"[79.5, 30.3]","[79.4, 30.3]",,False
exact_duplicate,fb80baaf-5058-41c9-a0c0-580936428bfa,74508725-fbe0-4047-81af-1714e9096000,segment,83,IAC,F.Cu,1.2,"[38.8, 37.5]","[38.9, 37.4]",,False
exact_duplicate,fcf98f0d-7e99-4fa1-9c58-5d3ce6844a55,ead1ed88-d5cc-4acb-ae14-f9fba286906e,segment,170,TRANS_EPC,B.Cu,1.2,"[76.6, 41.1]","[76.4, 41.1]",,False
exact_duplicate,fde45eb8-9411-481e-95d5-66ed1ffcde12,b83d8755-86f8-4e34-944e-6f7e9fe5d8a3,segment,94,INJECTOR_8,In3.Cu,2.0,"[49.6, 68.1]","[49.6, 65.8]",,False
exact_duplicate,ff975f46-57db-4ee8-92c4-fab75cac0575,d5a875bb-9415-4bfb-a7dd-38d1937ea85d,segment,116,MIL,In2.Cu,1.2,"[22.8, 147.9]","[22.6, 147.7]",,False
exact_duplicate,ffdf2943-60b2-4019-9e9e-02190198b34b,219dfe4f-bb07-4966-a2a4-90b2656ac95f,segment,116,MIL,In2.Cu,1.2,"[22.9, 147.9]","[23.1, 148.1]",,False
zero_length,0323e890-f92f-41ad-b234-169079e07051,,segment,61,COIL_4,In2.Cu,0.6,"[111.4, 22.9]","[111.4, 22.9]",,False
zero_length,0328fcc9-3c8b-42d6-931b-e901ac55cc53,,segment,94,INJECTOR_8,F.Cu,0.6,"[32.7, 60.4]","[32.7, 60.4]",,False
zero_length,057887b0-0380-4abd-8a1e-42538317aef0,,segment,178,VPWR,In1.Cu,0.6,"[99.1, 24.7]","[99.1, 24.7]",,False
zero_length,0599fa41-db39-4bd7-9a5e-723888fcda46,,segment,178,VPWR,In1.Cu,0.6,"[97.4, 26.4]","[97.4, 26.4]",,False
zero_length,067ccd40-a920-4adc-88e7-ebef725458f4,,segment,170,TRANS_EPC,In4.Cu,0.6,"[61.4, 137.8]","[61.4, 137.8]",,False
zero_length,0a07241e-f5a3-455f-9755-55f21af6b8ad,,segment,170,TRANS_EPC,In4.Cu,0.6,"[72.9, 149.7]","[72.9, 149.7]",,False
zero_length,0ef32453-8e45-4ee1-9114-cfc841871b21,,segment,176,VCC_5,In2.Cu,0.6,"[38.4, 91.5]","[38.4, 91.5]",,False
zero_length,0ffc199e-1e26-430a-8bb8-7fd92f124cda,,segment,178,VPWR,F.Cu,0.6,"[99.1, 16.0]","[99.1, 16.0]",,False
zero_length,12f54b31-4c4d-4cc1-ba88-4d29a4510959,,segment,94,INJECTOR_8,B.Cu,0.6,"[81.1, 20.6]","[81.1, 20.6]",,False
zero_length,159ec333-5e8a-44f1-8ad9-6fe87f59931b,,segment,179,VREF_5,In2.Cu,0.25,"[111.3, 154.0]","[111.3, 154.0]",,False
zero_length,1616dd50-c081-4009-b536-3b63a318faef,,segment,126,RAW_12,In1.Cu,0.8,"[29.9, 89.4]","[29.9, 89.4]",,False
zero_length,179bbc85-0bf0-4091-bfc1-69c5cf89f6a2,,segment,25,AUX_TACH,In2.Cu,0.8,"[76.6, 160.3]","[76.6, 160.3]",,False
zero_length,18348fb6-bb94-4d3d-a684-18288838a148,,segment,126,RAW_12,B.Cu,0.25,"[75.4, 71.6]","[75.4, 71.6]",,False
zero_length,1e76c918-82f2-4fe3-8a66-034af4085981,,segment,66,DGND,F.Cu,0.25,"[90.6, 16.6]","[90.6, 16.6]",,False
zero_length,1f9534b2-8d65-44f8-b2f5-410e5d9fb786,,segment,7,AC_WOT_CUTOUT,B.Cu,0.6,"[47.8, 122.4]","[47.8, 122.4]",,False
zero_length,21705362-fe84-4c36-a1d3-746cfb25edaf,,segment,7,AC_WOT_CUTOUT,B.Cu,0.6,"[39.2, 122.6]","[39.2, 122.6]",,False
zero_length,26a8042e-cce4-4df9-9f6a-c29adf09804e,,segment,126,RAW_12,In1.Cu,0.8,"[33.1, 112.8]","[33.1, 112.8]",,False
zero_length,281a21ab-ace5-450a-a35d-ea432e1318c4,,segment,79,FUEL_PUMP_CONTROL,B.Cu,0.6,"[35.8, 31.7]","[35.8, 31.7]",,False
zero_length,2fab6044-176e-4be7-af33-9526c14f6bb7,,segment,88,INJECTOR_2,In4.Cu,0.6,"[44.3, 94.4]","[44.3, 94.4]",,False
zero_length,319057a2-5a38-4e73-ba8d-473313137313,,segment,93,INJECTOR_7,In5.Cu,0.6,"[113.5, 35.8]","[113.5, 35.8]",,False
zero_length,33ca371a-7b5d-4270-9424-5afff69c721f,,segment,93,INJECTOR_7,In1.Cu,0.6,"[57.7, 61.3]","[57.7, 61.3]",,False
zero_length,35abfcd0-d277-4086-8356-65cec065284f,,segment,1,ACTUATOR_12,B.Cu,0.8,"[42.4, 112.8]","[42.4, 112.8]",,False
zero_length,3826f6bf-3988-4bda-8a68-bf3438e3297f,,segment,66,DGND,F.Cu,0.25,"[85.3, 40.2]","[85.3, 40.2]",,False
zero_length,39b6fe91-28b3-44dd-a2c7-629c438d9364,,segment,83,IAC,B.Cu,0.6,"[34.6, 39.8]","[34.6, 39.8]",,False
zero_length,3a4bb520-0b76-4e1c-81ff-761b3d461a29,,segment,83,IAC,In2.Cu,0.6,"[21.9, 20.3]","[21.9, 20.3]",,False
zero_length,3cd0479e-1005-45d0-9a9a-30bbee391dba,,segment,66,DGND,F.Cu,0.6,"[85.8, 39.7]","[85.8, 39.7]",,False
zero_length,3e7bc951-8cc5-439d-83a6-0146f808698d,,segment,184,WB1_RELAY_LOW,B.Cu,0.6,"[60.9, 15.0]","[60.9, 15.0]",,False
zero_length,46fec1ff-d8b2-4f4e-8715-cfe33f66a766,,segment,87,INJECTOR_1,In1.Cu,0.6,"[37.2, 114.3]","[37.2, 114.3]",,False
zero_length,4772cca2-5f89-4d92-b871-ff323ad9f8d1,,segment,61,COIL_4,In2.Cu,0.6,"[109.7, 29.7]","[109.7, 29.7]",,False
zero_length,49c152a3-f77d-4edb-af7f-26ccaa21d2e2,,segment,116,MIL,F.Cu,0.6,"[25.4, 33.4]","[25.4, 33.4]",,False
zero_length,4c1fdf4d-97af-4762-b2eb-7cf8272e440b,,segment,172,TRANS_SS1,In2.Cu,0.6,"[9.2, 18.2]","[9.2, 18.2]",,False
zero_length,4e2a27c0-d5b3-4342-b3b5-a7efc2e40da5,,segment,179,VREF_5,F.Cu,0.25,"[58.9, 20.0]","[58.9, 20.0]",,False
zero_length,4e5d4e00-6ec6-4fbf-b75e-15055a9ca9a2,,segment,61,COIL_4,In2.Cu,0.6,"[56.5, 30.7]","[56.5, 30.7]",,False
zero_length,4f385d73-7756-4150-adf1-fd9502089e62,,segment,130,SGND,F.Cu,0.6,"[129.3, 97.6]","[129.3, 97.6]",,False
zero_length,4f5afdb6-81cc-4a7a-8587-df9ee1de3433,,segment,178,VPWR,F.Cu,0.6,"[14.7, 22.9]","[14.7, 22.9]",,False
zero_length,50adbe94-28f8-4a6c-8314-340ca7cddcb2,,segment,25,AUX_TACH,F.Cu,0.6,"[53.0, 112.3]","[53.0, 112.3]",,False
zero_length,50c86704-bc25-4642-8a58-9c0ba4970fe7,,segment,25,AUX_TACH,F.Cu,0.6,"[56.4, 115.8]","[56.4, 115.8]",,False
zero_length,513b108d-23bb-4990-9ff3-bcd8dcaadad5,,segment,88,INJECTOR_2,In4.Cu,0.6,"[108.7, 24.2]","[108.7, 24.2]",,False
zero_length,5172c7ca-c55e-40ca-9f57-22b35a00ea88,,segment,180,VREF_FILTER,In3.Cu,0.25,"[85.6, 46.8]","[85.6, 46.8]",,False
zero_length,5825e8d1-f46f-4844-a2f2-4cb06226ffc3,,segment,130,SGND,In1.Cu,0.25,"[86.6, 29.5]","[86.6, 29.5]",,False
zero_length,58b9a5d7-081a-4423-bc62-ba33ac62e676,,segment,90,INJECTOR_4,In1.Cu,0.6,"[21.3, 58.4]","[21.3, 58.4]",,False
zero_length,604e0c2b-4e50-4f08-8c75-c8d22ad33115,,segment,176,VCC_5,In2.Cu,0.25,"[81.1, 26.2]","[81.1, 26.2]",,False
zero_length,61381b92-01b4-4efc-88ee-8cac8ad14a63,,segment,127,REG_5,F.Cu,0.25,"[20.8, 97.8]","[20.8, 97.8]",,False
zero_length,61d00bab-59bd-4e00-b78b-cd8e5e4bcb12,,segment,66,DGND,B.Cu,0.25,"[29.7, 80.8]","[29.7, 80.8]",,False
zero_length,62867cc9-f37e-435b-baf8-b47445371f08,,segment,176,VCC_5,In1.Cu,0.6,"[115.3, 145.0]","[115.3, 145.0]",,False
zero_length,65d1cd79-c254-49e1-b513-74471751b62f,,segment,180,VREF_FILTER,In3.Cu,0.25,"[85.3, 53.0]","[85.3, 53.0]",,False
zero_length,681a696a-4495-4a14-bf45-2bb27a4be925,,segment,79,FUEL_PUMP_CONTROL,F.Cu,0.6,"[24.9, 16.0]","[24.9, 16.0]",,False
zero_length,68267b49-15d6-46e0-9413-7ed6af43030d,,segment,126,RAW_12,F.Cu,0.8,"[31.2, 89.4]","[31.2, 89.4]",,False
zero_length,6c95d66f-7bc4-40be-9fb3-789cf1a13835,,segment,66,DGND,F.Cu,0.6,"[82.6, 35.9]","[82.6, 35.9]",,False
zero_length,6cc41bd1-920e-4c20-9e87-836e0e593bf8,,segment,93,INJECTOR_7,In4.Cu,0.6,"[42.8, 46.3]","[42.8, 46.3]",,False
zero_length,6d5dba37-b4c5-4ca3-be12-f1d227d207c9,,segment,116,MIL,In4.Cu,0.6,"[22.9, 30.0]","[22.9, 30.0]",,False
zero_length,6dff7077-88da-4c1f-9a71-f92296d1e258,,segment,87,INJECTOR_1,F.Cu,0.6,"[115.0, 20.9]","[115.0, 20.9]",,False
zero_length,71e06238-cf36-4415-98f8-4585ed7fbc83,,segment,184,WB1_RELAY_LOW,In3.Cu,0.6,"[25.2, 23.2]","[25.2, 23.2]",,False
zero_length,757ee8f5-b21e-418c-9b7a-9fccaedfddd8,,segment,83,IAC,F.Cu,0.6,"[27.2, 14.4]","[27.2, 14.4]",,False
zero_length,7ae1744f-032c-40cf-8a1a-df2a2734516b,,segment,88,INJECTOR_2,In4.Cu,0.6,"[103.3, 26.4]","[103.3, 26.4]",,False
zero_length,7cbed28b-b4ea-4704-9752-5486216cc109,,segment,176,VCC_5,F.Cu,0.25,"[110.6, 77.1]","[110.6, 77.1]",,False
zero_length,7dfcd31f-70f2-42f4-8944-aa677d58a42d,,segment,130,SGND,F.Cu,0.6,"[84.6, 35.0]","[84.6, 35.0]",,False
zero_length,7e52a905-903d-4472-a330-19a9b390786e,,segment,66,DGND,B.Cu,0.6,"[60.4, 26.8]","[60.4, 26.8]",,False
zero_length,81268deb-3425-48d3-98f9-aac5c716e930,,segment,177,VDDA_5,F.Cu,0.25,"[92.3, 44.8]","[92.3, 44.8]",,False
zero_length,8971b6b5-a93b-4f27-9c83-8e13de5b61a4,,segment,1,ACTUATOR_12,F.Cu,0.6,"[50.3, 128.9]","[50.3, 128.9]",,False
zero_length,8d1b0574-03af-4d31-8a01-632b2b1821eb,,segment,130,SGND,In1.Cu,0.6,"[87.6, 32.6]","[87.6, 32.6]",,False
zero_length,90c1453d-43af-44b3-a852-f6ab3c7732ba,,segment,72,FAN_CONTROL,In2.Cu,0.6,"[56.4, 19.6]","[56.4, 19.6]",,False
zero_length,97e3958e-afdb-41c2-8c7c-27ec7bddf153,,segment,60,COIL_3,In1.Cu,0.6,"[114.8, 24.2]","[114.8, 24.2]",,False
zero_length,97f8d81f-8650-46a6-97de-311b26dabbea,,segment,59,COIL_2,F.Cu,0.6,"[46.1, 63.9]","[46.1, 63.9]",,False
zero_length,98bee70b-dd32-4224-b0c3-ce615bd13b42,,segment,130,SGND,F.Cu,0.6,"[85.6, 32.6]","[85.6, 32.6]",,False
zero_length,9c39f8cd-73ae-424f-8a5a-01d4cc70fa75,,segment,61,COIL_4,B.Cu,0.6,"[49.6, 22.9]","[49.6, 22.9]",,False
zero_length,9cd3f381-9c82-42b2-9f6a-f584af3d02b2,,segment,116,MIL,B.Cu,0.6,"[59.3, 141.5]","[59.3, 141.5]",,False
zero_length,9ea09a33-0916-41f1-bd7f-f69a43f8c07c,,segment,87,INJECTOR_1,In2.Cu,0.6,"[104.7, 24.7]","[104.7, 24.7]",,False
zero_length,9fff18d4-d04a-4f9f-bf8a-e5f1e36b31bb,,segment,87,INJECTOR_1,In2.Cu,0.6,"[81.3, 103.8]","[81.3, 103.8]",,False
zero_length,a045481c-2dd8-40fd-bbbb-4923906c4107,,segment,1,ACTUATOR_12,In2.Cu,0.6,"[41.2, 57.8]","[41.2, 57.8]",,False
zero_length,a0984111-8bea-466e-ac9f-5a0c120ec8d5,,segment,66,DGND,B.Cu,0.6,"[33.8, 127.4]","[33.8, 127.4]",,False
zero_length,a1940be0-8698-4f06-8203-c093570d7197,,segment,1,ACTUATOR_12,F.Cu,0.6,"[82.2, 27.9]","[82.2, 27.9]",,False
zero_length,a1ecdd57-beb7-415e-9a83-41c910f5468f,,segment,125,PWR_FUSED,F.Cu,0.6,"[17.6, 28.4]","[17.6, 28.4]",,False
zero_length,a2b9d2e5-a2e0-4423-8ae0-74d27f7ad57a,,segment,116,MIL,In2.Cu,0.6,"[27.4, 148.5]","[27.4, 148.5]",,False
zero_length,a89caa39-e220-4450-99fa-777e121b8a0e,,segment,176,VCC_5,In2.Cu,0.6,"[107.1, 79.9]","[107.1, 79.9]",,False
zero_length,aa72b117-8787-4c53-bb68-1a75d7b1e567,,segment,92,INJECTOR_6,In6.Cu,0.6,"[108.5, 16.9]","[108.5, 16.9]",,False
zero_length,ac551980-6755-42bf-8e37-8261adad7a27,,segment,130,SGND,In2.Cu,0.6,"[87.6, 32.6]","[87.6, 32.6]",,False
zero_length,b408d689-9ca5-4579-8a55-38d680886954,,segment,178,VPWR,In1.Cu,0.6,"[99.1, 16.0]","[99.1, 16.0]",,False
zero_length,b62e50d4-3f90-45ee-875a-ea6eb39ccc31,,segment,59,COIL_2,In2.Cu,0.8,"[43.4, 84.2]","[43.4, 84.2]",,False
zero_length,b8ffb29e-72f4-49d6-8169-affb0f5be2a1,,segment,178,VPWR,In1.Cu,0.6,"[100.9, 19.2]","[100.9, 19.2]",,False
zero_length,ba676200-3046-4b79-aef5-2777732fe422,,segment,130,SGND,In1.Cu,0.25,"[63.0, 6.3]","[63.0, 6.3]",,False
zero_length,bc68989f-8dbd-4d84-bcf7-f93acfeefc09,,segment,66,DGND,In1.Cu,0.6,"[79.6, 32.6]","[79.6, 32.6]",,False
zero_length,bea53e95-582d-412f-a33b-e834bafafe67,,segment,61,COIL_4,In2.Cu,0.6,"[102.2, 39.4]","[102.2, 39.4]",,False
zero_length,c46a8fb7-c7ca-43c7-88b8-0b7feb6d6b07,,segment,7,AC_WOT_CUTOUT,B.Cu,0.6,"[47.8, 122.4]","[47.8, 122.4]",,False
zero_length,c7041d60-4b94-4d20-8faa-3a142dd8366c,,segment,61,COIL_4,In2.Cu,0.6,"[48.8, 23.1]","[48.8, 23.1]",,False
zero_length,cf70b7df-4129-43f2-9a68-f1ea951416b7,,segment,116,MIL,In3.Cu,0.6,"[18.9, 44.4]","[18.9, 44.4]",,False
zero_length,d02af943-839a-4c40-be27-d7cca22cf8e9,,segment,61,COIL_4,In2.Cu,0.8,"[56.5, 30.7]","[56.5, 30.7]",,False
zero_length,d0a71274-402f-43c2-aade-af7d9e886e34,,segment,125,PWR_FUSED,B.Cu,0.25,"[17.9, 70.2]","[17.9, 70.2]",,False
zero_length,d0c20622-9ae1-4d82-8338-8b5c5b0606a9,,segment,25,AUX_TACH,F.Cu,0.8,"[51.8, 111.1]","[51.8, 111.1]",,False
zero_length,d0e88e8b-ca7a-49a5-873e-2f160db131fe,,segment,72,FAN_CONTROL,In2.Cu,0.6,"[61.5, 19.9]","[61.5, 19.9]",,False
zero_length,d18aacc5-35f1-42bb-9678-6926b46f4a31,,segment,130,SGND,In1.Cu,0.25,"[71.1, 12.3]","[71.1, 12.3]",,False
zero_length,d3f8cd0e-c906-4201-8f3a-403f6567c13c,,segment,126,RAW_12,In1.Cu,0.8,"[63.0, 91.1]","[63.0, 91.1]",,False
zero_length,d6ec86a0-0d3a-4338-9621-1451be9f8455,,segment,130,SGND,B.Cu,0.25,"[65.9, 14.1]","[65.9, 14.1]",,False
zero_length,d746a9a0-5d64-4013-9dfb-b221887091be,,segment,1,ACTUATOR_12,B.Cu,0.6,"[60.3, 126.6]","[60.3, 126.6]",,False
zero_length,db32ba11-f0f8-45f5-9ccd-93bd3ccb9cb8,,segment,176,VCC_5,In2.Cu,0.6,"[94.8, 92.2]","[94.8, 92.2]",,False
zero_length,e28bf68f-5bff-4654-a508-6b7ee3bf093f,,segment,176,VCC_5,B.Cu,0.25,"[51.8, 94.2]","[51.8, 94.2]",,False
zero_length,e2aceff7-20fd-4c41-aeda-e3c1c91c9462,,segment,66,DGND,B.Cu,0.25,"[36.4, 88.6]","[36.4, 88.6]",,False
zero_length,e40d3222-3acf-4f8c-98f4-098aa073bb76,,segment,25,AUX_TACH,F.Cu,0.6,"[56.9, 122.6]","[56.9, 122.6]",,False
zero_length,f3b8de0e-628b-4c8d-92ae-8e2a782334bd,,segment,126,RAW_12,In2.Cu,0.8,"[63.0, 91.1]","[63.0, 91.1]",,False
zero_length,f55eb871-83f3-4679-aa4f-252949c8a037,,segment,125,PWR_FUSED,In4.Cu,0.25,"[16.2, 62.9]","[16.2, 62.9]",,False
zero_length,fcf97dad-c0b1-4ef5-92a2-93180d015446,,segment,172,TRANS_SS1,In4.Cu,0.6,"[48.3, 129.8]","[48.3, 129.8]",,False
zero_length,ff962e4d-a2c8-4af4-88e3-aa54c542977c,,segment,116,MIL,In4.Cu,0.6,"[12.6, 20.4]","[12.6, 20.4]",,False
